what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358103495862
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358103528995
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358103572844
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358103586501
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358103590225
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358103591239
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1358103671684
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1358103672417
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358103679599
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358103681954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358103694064
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358103701645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358103702046
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358103714320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358103721903
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358103760164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358103760234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358103763251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358103807056
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358103808146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358103808280
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358103811179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358103832832
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1358103833019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358103850818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358103859508
