what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358101018273
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358101020363
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358101020722
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358101021502
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358101041049
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358101041392
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358101041751
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358101042359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358101044091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358101062717
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358101071126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358101097443
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358101103652
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358101104057
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358101105305
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358101127364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358101196799
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358101197096
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358101215223
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358101216549
